
    
@relation twitometro

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE rulePos NUMERIC
@ATTRIBUTE ruleNeg NUMERIC
@ATTRIBUTE cluePos NUMERIC
@ATTRIBUTE clueNeg NUMERIC
@ATTRIBUTE sentiPos NUMERIC
@ATTRIBUTE sentiNeut NUMERIC
@ATTRIBUTE sentiNeg NUMERIC
@ATTRIBUTE pol? {1,0,-1}
@ATTRIBUTE lixo {lixo,naoLixo}

@data
209034967357984000,0,0,0,0,1,0,0,0,lixo
209035177102557000,0,0,0,0,1,0,0,0,lixo
209042168076189000,0,0,0,0,0,0,2,0,lixo
209027530454347000,0,0,0,0,0,2,4,1,lixo
209035824619208000,0,0,1,0,0,1,0,0,lixo
209043433313144000,0,0,0,0,1,0,0,0,lixo
209043434844061000,0,0,0,0,1,0,0,0,lixo
209043436320468000,0,0,0,0,1,0,0,0,lixo
209043439143223000,0,0,0,0,1,0,0,0,lixo
209043514443579000,0,0,0,0,1,0,0,0,lixo
209050266027311000,0,0,1,0,0,0,0,0,lixo
209050147181707000,0,0,0,0,1,0,0,0,lixo
209050166110593000,0,0,0,0,1,0,0,0,lixo
209056092087525000,0,0,0,0,3,0,0,1,lixo
209063127818575000,0,0,0,0,1,0,0,0,lixo
209066619463417000,0,0,0,0,0,0,2,0,lixo
209076935299575000,0,0,0,0,0,0,1,0,lixo
209055825417875000,0,0,0,0,1,0,0,0,lixo
209067315751436000,0,0,0,0,1,0,1,0,lixo
209067317127168000,0,0,0,0,3,1,2,0,lixo
209242377922162000,0,0,0,0,0,0,1,-1,lixo
209201777969602000,0,0,0,0,0,0,2,0,lixo
209140077392166000,0,0,0,0,0,1,0,0,lixo
209210150580527000,0,0,0,0,0,0,2,0,lixo
209208171523342000,0,0,0,0,0,0,2,0,lixo
209219799501381000,0,0,0,0,1,0,0,0,lixo
209206935453573000,0,0,0,0,1,0,0,0,lixo
209257405488443000,0,0,0,0,0,0,2,0,lixo
209211276252028000,0,0,0,0,0,0,2,0,lixo
209236521298051000,0,0,0,0,0,1,0,0,lixo
209246674089025000,0,0,0,0,0,0,2,0,lixo
209263455159582000,0,0,0,0,0,1,3,0,lixo
209200037257936000,0,0,0,0,0,0,2,0,lixo
209284504022564000,0,0,0,0,3,2,0,0,lixo
209283953658560000,0,0,0,0,4,0,0,1,lixo
209282696613068000,0,0,0,0,1,0,0,0,lixo
209288831474745000,0,0,0,0,1,2,0,1,lixo
209329313835782000,0,0,1,0,2,0,0,1,lixo
209299975664971000,0,0,0,-1,0,0,0,0,lixo
209358667663941000,0,0,0,0,0,1,1,0,lixo
209358028867252000,0,0,0,0,0,1,1,0,lixo
209350213532516000,0,0,0,0,1,0,1,0,lixo
209355132817772000,0,0,0,0,1,0,1,0,lixo
209355130791936000,0,0,0,0,1,0,1,0,lixo
209005008396619000,1,0,0,0,0,0,0,1,lixo
209015596749295000,1,0,0,0,0,0,0,1,lixo
209016412138774000,0,0,0,0,1,0,0,0,lixo
209004430119538000,1,0,0,0,0,0,0,1,lixo
209018715889598000,0,0,0,0,0,1,0,0,lixo
209010046863032000,0,0,1,0,1,0,0,1,lixo
209023604577419000,0,0,0,0,4,1,0,1,lixo
209015271732682000,0,0,0,0,0,1,0,0,lixo
209012818526208000,0,0,0,0,0,2,0,0,lixo
209013006594605000,0,0,1,0,0,1,0,1,lixo
209018857803890000,0,0,0,0,0,1,0,-1,lixo
209025661300510000,0,0,0,-1,0,1,44,-1,lixo
209001862811234000,0,0,0,0,0,1,2,-1,lixo
209001491963453000,0,-1,0,0,0,1,3,-1,lixo
209000831385735000,0,0,0,0,0,1,0,-1,lixo
209001687539650000,0,0,0,0,0,1,2,-1,lixo
209009940021522000,0,0,0,0,0,1,5,-1,lixo
209016982366982000,0,0,0,0,1,1,0,-1,lixo
209016624789991000,0,0,0,0,1,1,0,-1,lixo
209024394268381000,0,0,0,0,0,1,0,-1,lixo
209024405731409000,0,0,0,0,0,1,0,-1,lixo
209023604577419000,0,0,0,0,4,1,0,-1,lixo
209002476983169000,0,0,0,0,0,1,0,-1,lixo
209003089200562000,0,0,0,0,0,1,0,-1,lixo
209002943335239000,0,-1,0,0,0,1,1,-1,lixo
209009280211361000,0,-1,1,0,0,50,5,-1,lixo
209015599161024000,0,-1,0,0,1,1,0,0,lixo
209015391773655000,0,-1,0,0,0,1,0,-1,lixo
209015439362240000,0,-1,0,0,0,1,0,-1,lixo
208999525224943000,0,0,0,0,0,1,0,-1,lixo
209022432831475000,0,0,0,-1,0,1,1,-1,lixo
209022156133249000,1,0,0,0,3,2,0,0,lixo
209011140578131000,0,0,0,0,0,1,0,-1,lixo
209011192570716000,0,0,0,0,0,1,0,-1,lixo
209011218252435000,0,-1,0,-2,0,4,1,-1,lixo
209011267627790000,0,0,0,0,0,1,0,-1,lixo
209011289140363000,0,0,0,0,0,1,0,-1,lixo
209011302641836000,0,-1,0,-1,0,2,49,-1,lixo
209011246379446000,0,0,0,-1,0,1,44,-1,lixo
209011314171981000,0,0,0,-1,0,2,1,-1,lixo
209011362960117000,0,0,0,0,1,2,0,0,lixo
209011013520072000,0,0,0,0,0,1,0,1,lixo
209011066942926000,0,0,1,0,2,1,1,-1,lixo
209011107371823000,0,-1,0,-2,0,4,1,-1,lixo
209011117534625000,0,0,0,0,0,1,1,-1,lixo
209001290183880000,0,0,0,0,0,1,0,-1,lixo
209020530341314000,0,0,0,0,0,1,0,-1,lixo
209021420980813000,0,0,0,0,0,1,0,-1,lixo
209005725182205000,0,-1,0,-1,1,1,4,-1,lixo
209006176657084000,0,0,0,0,1,1,0,-1,lixo
209005865192259000,0,-1,0,-1,5,1,0,-1,lixo
209006060042854000,0,-1,0,-1,5,1,0,-1,lixo
209012416233738000,0,0,0,-1,0,1,0,-1,lixo
209012562505895000,0,0,0,0,0,1,0,0,lixo
209012589122949000,0,-2,0,0,1,1,4,-1,lixo
209012102063587000,0,-2,0,0,1,1,4,-1,lixo
209012020845101000,0,-1,0,0,0,1,3,-1,lixo
209011818755129000,0,0,0,0,0,1,1,-1,lixo
209012000498528000,0,-1,0,0,0,1,0,-1,lixo
209012018852806000,0,0,0,0,0,1,0,-1,lixo
209012031385374000,0,-1,0,-2,0,4,1,-1,lixo
209012219860627000,0,0,0,0,0,1,1,-1,lixo
209011902720917000,0,0,0,0,0,1,0,-1,lixo
209020424825225000,0,-1,0,0,8,1,0,-1,lixo
209020149792124000,0,0,0,0,1,1,1,-1,lixo
209019556264546000,0,0,0,0,0,1,0,0,lixo
208997460004175000,0,0,0,0,0,1,0,-1,lixo
209030856109592000,0,0,0,0,0,1,2,-1,lixo
209037506426044000,0,-1,0,0,1,5,4,-1,lixo
209027818896629000,0,0,0,0,0,1,0,-1,lixo
209035867061358000,0,-1,0,0,8,1,0,-1,lixo
209036140878114000,0,0,0,0,0,1,0,-1,lixo
209050210641518000,0,0,0,0,5,1,0,1,lixo
209079629716271000,0,0,0,0,0,1,1,0,lixo
209255961246965000,0,-1,0,0,0,1,1,-1,lixo
209333160574599000,0,0,0,0,0,1,0,0,lixo
209256875622010000,0,-1,0,0,0,1,4,-1,lixo
209325004419104000,0,0,1,0,0,1,0,-1,lixo
209005184741941000,0,0,0,0,0,0,2,-1,lixo
209013295015931000,0,0,0,0,1,1,0,-1,lixo
209026367579357000,0,0,1,0,0,0,0,-1,lixo
209002091442733000,0,-1,0,0,0,0,2,-1,lixo
209024146292740000,0,0,0,-1,2,0,1,1,lixo
209003255919951000,0,-1,0,0,0,0,2,-1,lixo
209009495341412000,0,-1,0,0,2,0,4,0,lixo
209015599161024000,0,-1,0,0,1,1,0,0,lixo
209023341305143000,0,0,1,0,3,0,2,-1,lixo
209022613949915000,0,0,0,0,0,0,1,-1,lixo
209022715464658000,1,0,0,0,1,0,0,-1,lixo
209022777498415000,0,0,1,0,0,0,0,0,lixo
209022841784516000,1,0,0,0,0,0,0,-1,lixo
209021533266509000,0,0,0,0,2,0,0,0,lixo
209021578904743000,0,0,0,0,1,0,1,-1,lixo
209022223644762000,1,0,0,0,1,0,0,-1,lixo
209022234625445000,0,0,0,0,1,0,0,-1,lixo
209021742545510000,0,0,1,0,2,1,1,-1,lixo
209021705815998000,0,0,0,0,3,0,1,-1,lixo
209011597178454000,0,0,0,0,0,0,1,-1,lixo
209001231794978000,0,0,0,0,0,1,0,0,lixo
209001383922384000,0,0,0,0,0,0,1,-1,lixo
209006448045338000,0,0,0,0,0,1,1,-1,lixo
209020584896630000,0,0,0,0,1,1,0,-1,lixo
209021156798373000,0,-1,0,0,3,0,0,-1,lixo
209021151777792000,0,0,1,0,0,0,0,0,lixo
209021184375918000,0,-1,0,0,1,1,0,-1,lixo
209020752844963000,0,-1,0,0,0,0,2,-1,lixo
209020861095751000,0,0,0,0,1,1,0,-1,lixo
209021385924812000,0,0,1,0,0,0,0,0,lixo
209020685887094000,0,0,1,0,0,0,0,-1,lixo
209005246247223000,0,0,0,0,0,0,3,-1,lixo
209011822836187000,0,0,0,0,0,0,1,-1,lixo
209012013731553000,0,0,0,0,0,0,1,-1,lixo
209012251670233000,0,0,0,0,0,0,1,-1,lixo
209020406949093000,0,0,0,0,1,0,0,-1,lixo
209020409637638000,0,0,1,0,0,0,0,0,lixo
209020411072102000,0,0,0,0,0,0,1,-1,lixo
209020420744151000,0,-1,0,0,2,0,1,-1,lixo
209020493125255000,0,0,1,0,0,0,0,0,lixo
209020497281814000,0,0,1,0,0,0,0,-1,lixo
209020504860921000,0,0,0,0,1,0,0,-1,lixo
209020203193991000,1,0,0,0,1,0,0,-1,lixo
209020364368527000,0,0,0,0,0,0,1,-1,lixo
208997411648057000,0,0,0,0,0,1,0,0,lixo
209039991215632000,0,0,0,0,2,0,2,0,lixo
209038235198959000,0,0,0,0,0,0,2,-1,lixo
209051252871532000,0,-1,0,-1,0,0,2,-1,lixo
209032941521743000,0,0,1,0,0,0,2,-1,lixo
209036054639017000,0,-1,0,0,1,3,1,-1,lixo
209056092087525000,0,0,0,0,3,0,0,1,lixo
209063025410445000,0,0,0,0,2,0,0,-1,lixo
209069505312342000,0,0,1,0,2,0,1,0,lixo
209057344531865000,0,0,0,0,4,0,1,-1,lixo
209059471136276000,0,0,0,-1,0,2,1,0,lixo
209074715413843000,0,0,0,-1,0,0,2,-1,lixo
209193569435652000,0,0,0,0,1,0,0,0,lixo
209197468460658000,0,0,1,0,1,0,0,0,lixo
209290254258143000,0,0,0,0,1,0,0,0,lixo
209291681965674000,0,0,0,0,1,0,0,0,lixo
209271742932324000,0,0,0,0,0,0,3,0,lixo
209002212582621000,0,0,0,0,0,0,3,-1,lixo
209004662022610000,0,0,0,0,3,1,1,-1,lixo
209013678446620000,0,-1,0,0,0,0,0,-1,lixo
209001734662664000,0,-1,0,0,2,0,0,0,lixo
209002385224368000,0,0,0,-1,0,0,1,-1,lixo
209017326069219000,0,0,0,0,1,0,1,0,lixo
209017447058128000,0,0,0,0,1,0,1,0,lixo
209017469787062000,0,0,0,0,1,0,1,0,lixo
209016760677056000,0,0,0,0,1,0,1,0,lixo
209016507265585000,0,-1,0,0,0,0,4,0,lixo
209016565570613000,0,0,0,0,1,0,1,0,lixo
209016627361095000,0,0,0,0,1,0,1,0,lixo
209016676514144000,0,0,0,0,1,0,1,0,lixo
209016719086338000,0,0,0,0,1,0,1,-1,lixo
209002335966478000,0,-1,1,0,1,0,2,1,lixo
209002362117955000,0,0,0,-1,0,0,1,-1,lixo
209002481735311000,0,0,1,0,1,0,0,1,lixo
209002745036943000,0,0,1,0,1,0,0,1,lixo
209003029444296000,0,0,0,0,3,1,1,-1,lixo
209022701526982000,0,0,0,0,1,0,1,0,lixo
209022366574059000,0,0,0,0,1,0,1,0,lixo
209004112711385000,0,0,0,0,3,1,1,0,lixo
209004045241827000,0,0,0,0,3,1,1,0,lixo
209018083187245000,0,0,0,0,1,0,1,0,lixo
209018459584081000,0,0,0,0,1,0,1,0,lixo
209017663639392000,0,0,0,0,1,0,1,0,lixo
209017717389398000,0,0,0,0,1,0,1,0,lixo
209020596917514000,0,0,0,0,1,0,3,-1,lixo
209005645196824000,0,0,0,0,0,2,2,-1,lixo
209012472085086000,0,0,1,0,0,0,0,0,lixo
208996741901598000,1,0,0,0,1,1,0,1,lixo
209063714400378000,0,0,0,0,1,1,0,-1,lixo
209081107377950000,0,0,0,0,2,0,1,-1,lixo
209069606785126000,0,0,0,0,1,0,1,0,lixo
209333377961168000,0,0,0,0,1,0,0,0,lixo
209019049072525000,0,0,0,0,1,0,0,0,lixo
209019137958232000,0,0,0,0,1,0,0,0,lixo
209025661300510000,0,0,0,-1,0,1,44,-1,lixo
209002297752166000,1,0,0,0,0,0,0,0,lixo
209002535468535000,0,0,0,0,0,0,3,-1,lixo
209007813891080000,0,0,0,0,1,0,2,-1,lixo
209017718710603000,1,0,0,0,1,0,1,-1,lixo
209007303205208000,0,0,1,0,0,0,0,0,lixo
209006325802340000,0,-1,0,0,1,0,2,0,lixo
209212595792642000,0,0,0,0,5,0,1,-1,lixo
209165516504444000,0,0,0,0,0,4,0,0,lixo
209013151155499000,0,0,0,0,0,1,0,-1,lixo
209013453153763000,0,0,0,0,0,1,0,1,lixo
209018715889598000,0,0,0,0,0,1,0,1,lixo
209003066261913000,0,0,0,0,0,47,0,1,lixo
209015000667389000,0,0,0,0,47,0,1,-1,lixo
209015036293816000,0,0,0,0,2,0,48,-1,lixo
209014899098128000,0,0,0,0,47,0,1,-1,lixo
209015118724464000,0,0,0,0,0,2,48,-1,lixo
209015122730029000,0,0,0,0,0,48,0,0,lixo
209011748081123000,0,0,0,0,0,1,0,1,lixo
209011192570716000,0,0,0,0,0,1,0,0,lixo
209011289140363000,0,0,0,0,0,1,0,0,lixo
209013771782463000,0,0,0,0,1,0,0,0,lixo
209012202882084000,0,0,0,0,0,1,0,1,lixo
209011818755129000,0,0,0,0,0,1,1,1,lixo
209028595828523000,0,0,0,0,2,1,1,1,lixo
209028098358902000,0,0,0,0,0,1,2,0,lixo
209036140878114000,0,0,0,0,0,1,0,0,lixo
209231043008532000,0,0,0,0,1,0,0,1,lixo
209225987857203000,0,0,0,0,0,1,0,0,lixo
209333160574599000,0,0,0,0,0,1,0,0,lixo
209330433215840000,0,0,0,0,0,4,0,0,lixo
209330435312975000,0,0,0,0,0,4,0,0,lixo
209357365940719000,0,0,0,0,0,4,0,0,lixo
209334656754135000,0,0,0,0,0,1,0,0,lixo
209004979854385000,0,0,0,0,0,0,1,1,lixo
209028272892297000,0,0,1,0,1,3,0,0,lixo
209237833955807000,0,0,1,0,0,0,0,1,lixo
209017326069219000,0,0,0,0,1,0,1,0,lixo
209017447058128000,0,0,0,0,1,0,1,0,lixo
209017469787062000,0,0,0,0,1,0,1,0,lixo
209016760677056000,0,0,0,0,1,0,1,0,lixo
209016565570613000,0,0,0,0,1,0,1,0,lixo
209017133131243000,0,0,0,0,1,0,1,0,lixo
209017146406207000,0,0,0,0,1,0,1,0,lixo
209016627361095000,0,0,0,0,1,0,1,0,lixo
209016676514144000,0,0,0,0,1,0,1,0,lixo
209016719086338000,0,0,0,0,1,0,1,-1,lixo
209022701526982000,0,0,0,0,1,0,1,0,lixo
209016067325038000,0,0,1,0,1,0,0,0,lixo
209016085280866000,0,0,1,0,1,0,0,1,lixo
209016118713655000,0,0,0,0,1,0,0,1,lixo
209015817839452000,0,0,0,0,1,0,0,0,lixo
209015905886273000,0,0,0,0,1,0,0,0,lixo
209016196190834000,0,0,1,0,0,0,0,1,lixo
209016205598654000,0,0,1,0,0,0,0,1,lixo
209015951734214000,0,0,0,0,1,0,0,0,lixo
209015959929884000,0,0,0,0,0,47,0,0,lixo
209016025759498000,0,0,0,0,1,0,0,0,lixo
209016362155261000,0,0,0,0,0,0,2,-1,lixo
209016415276105000,0,0,0,0,1,0,0,0,lixo
209016452647370000,0,0,0,0,1,0,0,0,lixo
209016364483092000,0,0,0,0,0,0,47,-1,lixo
209022305148485000,0,0,0,0,0,0,1,-1,lixo
209021587918290000,0,0,0,0,0,1,0,-1,lixo
209018083187245000,0,0,0,0,1,0,1,0,lixo
209018459584081000,0,0,0,0,1,0,1,0,lixo
209017663639392000,0,0,0,0,1,0,1,0,lixo
209017717389398000,0,0,0,0,1,0,1,0,lixo
209007040880836000,0,0,0,0,1,0,1,0,lixo
209020514814001000,0,0,0,0,0,2,0,0,lixo
209020596917514000,0,0,0,0,1,0,3,-1,lixo
209021079870644000,0,0,0,0,2,0,1,0,lixo
209021111227252000,0,0,0,0,0,2,0,0,lixo
209020750592622000,0,0,0,0,0,2,0,0,lixo
209021420980813000,0,0,0,0,0,1,0,-1,lixo
209012072409862000,0,0,0,0,2,0,3,1,lixo
209011869527179000,0,0,0,0,2,0,3,1,lixo
209020373457580000,0,0,0,0,2,0,1,-1,lixo
209020411072102000,0,0,0,0,0,0,1,-1,lixo
209020510200279000,1,0,0,0,0,0,0,1,lixo
209020337088765000,1,0,2,0,3,0,1,-1,lixo
209020209091190000,1,0,1,0,1,0,0,-1,lixo
209020364368527000,0,0,0,0,0,0,1,-1,lixo
209027108276666000,1,0,0,0,10,0,1,-1,lixo
209027391769690000,1,0,0,0,0,0,0,-1,lixo
209041435415154000,0,0,0,0,0,0,6,0,lixo
209030261655089000,0,0,0,0,4,0,0,-1,lixo
209027245145194000,0,0,0,0,1,0,0,0,lixo
209028606406557000,0,0,0,0,1,0,0,0,lixo
209027562507206000,0,0,1,0,1,2,0,-1,lixo
209062469539344000,0,0,0,0,0,0,1,0,lixo
209069606785126000,0,0,0,0,1,0,1,0,lixo
209055666822852000,0,0,0,0,4,0,0,0,lixo
209098425092939000,0,0,1,0,0,0,0,0,lixo
209159275782733000,0,0,0,0,1,0,0,0,lixo
209165515455856000,0,0,0,0,1,0,0,0,lixo
209164874855616000,0,0,0,0,1,0,0,0,lixo
209182710705561000,0,0,0,0,2,0,0,0,lixo
209238190647816000,0,0,0,0,4,0,0,0,lixo
209303555889307000,0,0,0,0,1,0,0,0,lixo
209304807889055000,0,0,0,0,1,0,0,0,lixo
209345426778882000,0,0,0,0,1,0,0,0,lixo
209005099756945000,0,0,0,0,0,1,0,1,lixo
209004604489338000,0,0,0,0,0,0,1,0,lixo
209005367923974000,0,-1,0,0,0,0,4,-1,lixo
209019333467320000,1,0,0,0,3,0,6,0,lixo
209019049072525000,0,0,0,0,1,0,0,-1,lixo
209018486201122000,0,0,0,0,0,0,1,1,lixo
209019137958232000,0,0,0,0,1,0,0,0,lixo
209025762316124000,0,0,0,0,1,0,1,0,lixo
209026599897677000,0,0,0,0,1,0,0,0,lixo
209026680914845000,0,-1,0,0,0,0,2,0,lixo
209026018722328000,0,-1,0,0,2,0,3,-1,lixo
209026480980766000,0,0,0,0,3,0,0,0,lixo
209002045695467000,0,0,0,0,0,0,1,-1,lixo
209002091442733000,0,-1,0,0,0,0,2,-1,lixo
209001956344205000,0,0,0,0,3,0,0,0,lixo
209010341206695000,0,0,0,0,0,0,3,-1,lixo
209017239721099000,0,0,0,0,3,0,1,1,lixo
209016630708150000,0,0,1,0,53,0,0,1,lixo
209016915312652000,0,0,0,0,1,0,0,1,lixo
209024367940743000,0,0,0,0,0,0,1,-1,lixo
209024098733539000,0,-1,0,0,2,0,3,-1,lixo
209024146292740000,0,0,0,-1,2,0,1,1,lixo
209023778401943000,0,0,0,0,3,0,0,0,lixo
209023740695162000,0,0,0,0,1,0,1,-1,lixo
209023842771943000,0,0,0,0,2,0,0,1,lixo
209002783272218000,0,0,0,0,0,0,2,-1,lixo
209003255919951000,0,-1,0,0,0,0,2,-1,lixo
209009495341412000,0,-1,0,0,2,0,4,0,lixo
209014593639550000,0,0,0,0,2,0,1,-1,lixo
209014810237603000,0,0,0,0,5,0,0,1,lixo
209014923437678000,0,0,0,0,2,1,1,1,lixo
209022649777651000,0,0,0,0,1,0,0,1,lixo
208999102632046000,0,0,0,0,6,0,0,0,lixo
209000002826153000,0,0,0,0,1,0,0,1,lixo
209015728492396000,0,0,0,0,4,0,0,1,lixo
209015577065426000,0,0,0,0,4,0,0,1,lixo
209021914943987000,0,0,0,0,1,0,0,0,lixo
209021674757169000,0,0,0,0,1,0,0,0,lixo
209003956284833000,0,0,0,0,0,0,1,0,lixo
209010937968070000,0,0,0,0,1,0,0,0,lixo
209018360392978000,0,0,0,0,0,2,0,1,lixo
209018506090512000,0,0,0,0,0,2,0,1,lixo
209017689887346000,0,0,1,0,1,0,2,1,lixo
209014137836142000,1,0,0,0,1,1,0,-1,lixo
209014423862509000,0,0,1,0,0,0,0,-1,lixo
209014048178700000,0,0,0,0,1,0,0,1,lixo
209014099957395000,0,0,1,0,1,0,0,1,lixo
209013971758493000,1,0,0,0,0,0,0,1,lixo
209014421262057000,0,0,0,0,0,0,5,-1,lixo
209014110124380000,0,0,0,0,2,0,1,-1,lixo
209013709761282000,0,0,0,0,1,4,1,-1,lixo
209012416233738000,0,0,0,-1,0,1,0,-1,lixo
209019569778601000,0,0,0,0,2,0,0,1,lixo
208996763430961000,0,0,1,0,1,0,0,1,lixo
208996674432020000,0,0,0,0,0,2,3,0,lixo
208997407546019000,0,0,0,0,0,0,4,-1,lixo
208998217281576000,0,0,0,0,4,0,0,1,lixo
209027199699927000,0,0,0,0,0,0,2,0,lixo
209027372639453000,0,-1,0,0,0,1,5,0,lixo
209031682567843000,0,0,0,0,0,0,2,0,lixo
209031007595266000,0,0,0,0,0,0,1,0,lixo
209027964153761000,0,0,0,0,0,0,2,0,lixo
209030261655089000,0,0,0,0,4,0,0,-1,lixo
209029978908667000,0,0,0,0,0,1,1,1,lixo
209027343837175000,0,-1,0,0,0,0,2,0,lixo
209027344856387000,0,-1,0,0,0,0,2,0,lixo
209027348354437000,0,-1,0,0,0,0,2,0,lixo
209027354889170000,0,-1,0,0,0,1,5,0,lixo
209029208817680000,0,0,0,0,0,0,1,0,lixo
209029153834549000,0,0,0,0,0,0,1,0,lixo
209029345455513000,0,0,0,0,0,0,1,0,lixo
209029433154224000,0,0,0,0,0,0,1,0,lixo
209034607516073000,0,-1,0,0,0,1,4,0,lixo
209033639546208000,0,0,0,0,0,0,1,0,lixo
209035705337389000,0,0,0,0,0,0,2,0,lixo
209034892267364000,1,0,0,0,4,0,0,0,lixo
209036247153389000,0,0,0,0,0,0,1,-1,lixo
209056383423881000,0,0,0,0,0,0,2,1,lixo
209244718020820000,0,0,0,0,1,0,0,-1,lixo
209332469529444000,0,0,0,0,0,1,1,1,lixo
209341521722482000,0,0,0,0,0,0,1,0,lixo
209019379873091000,0,0,0,-1,1,0,45,0,lixo
209023731698384000,0,0,0,0,1,0,2,0,lixo
209023824279248000,0,0,0,0,1,0,1,1,lixo
209014591634673000,0,0,0,0,0,0,1,0,lixo
209014710757101000,0,0,0,0,0,0,1,0,lixo
209000319714201000,0,0,0,0,1,1,0,1,lixo
209008011828674000,0,0,0,0,0,1,0,0,lixo
209021857834352000,0,0,0,0,0,0,2,1,lixo
209022276576882000,0,-1,0,0,2,0,1,-1,lixo
209011748081123000,0,0,0,0,0,1,0,1,lixo
209011325643390000,1,0,0,0,0,0,1,-1,lixo
209018479557345000,1,0,0,0,0,0,0,-1,lixo
209018499945861000,0,0,0,-1,0,0,45,0,lixo
209025277538476000,0,0,1,0,0,0,0,1,lixo
209025523660230000,0,0,0,0,0,0,1,0,lixo
209000897458601000,0,0,0,0,0,0,2,1,lixo
209013894256140000,1,0,0,0,0,0,2,0,lixo
209014424286146000,1,0,0,0,0,0,0,1,lixo
209021172531208000,0,0,0,0,0,0,6,-1,lixo
209021267846774000,0,0,0,0,0,0,1,0,lixo
209006235301842000,0,0,0,0,0,0,2,1,lixo
209012202882084000,0,0,0,0,0,1,0,1,lixo
209026711113830000,0,0,1,0,0,0,0,1,lixo
208996822641942000,0,0,0,0,4,0,1,0,lixo
208998270016561000,0,0,0,0,0,1,0,0,lixo
209027160839700000,0,0,0,0,1,0,0,0,lixo
209030846353649000,1,0,0,0,5,0,0,1,lixo
209028013931757000,0,0,0,0,0,0,2,1,lixo
209029648967933000,0,0,0,0,4,0,0,1,lixo
209030572369129000,0,0,0,0,4,0,0,1,lixo
209028141614768000,0,0,0,0,0,1,3,-1,lixo
209035830956785000,0,0,1,0,1,1,0,0,lixo
209057957898498000,0,0,1,-1,1,0,1,-1,lixo
209079629716271000,0,0,0,0,0,1,1,0,lixo
209075779311648000,0,0,0,0,0,0,2,-1,lixo
209274949297377000,0,0,0,0,0,0,2,0,lixo
209290735206404000,0,0,0,0,0,1,3,0,lixo
209284504022564000,0,0,0,0,3,2,0,0,lixo
209283953658560000,0,0,0,0,4,0,0,1,lixo
209282696613068000,0,0,0,0,1,0,0,0,lixo
209295950466908000,0,0,0,0,0,0,3,0,lixo
209329671215648000,0,0,0,0,1,0,0,0,lixo
209269025983836000,0,0,0,0,0,0,1,0,lixo
209004622822649000,0,0,0,-1,0,0,1,0,lixo
209004604489338000,0,0,0,0,0,0,1,0,lixo
209005466116825000,0,0,0,0,1,0,0,-1,lixo
209013140367749000,0,0,0,0,1,0,0,0,lixo
209013222001491000,0,0,0,0,1,0,0,0,lixo
209019379873091000,0,0,0,-1,1,0,45,-1,lixo
209019434105446000,0,0,0,-1,3,0,45,-1,lixo
209018644540305000,1,0,0,0,2,0,0,0,lixo
209019466540007000,0,0,0,-1,3,0,45,-1,lixo
209019283689312000,0,0,0,0,0,0,2,-1,lixo
209026018722328000,0,-1,0,0,2,0,3,0,lixo
209026050548699000,0,0,0,0,0,0,3,-1,lixo
209025929589178000,0,0,0,0,3,2,0,-1,lixo
209002012325576000,0,0,0,0,1,1,0,0,lixo
209009851743997000,0,0,0,0,0,0,1,-1,lixo
209010068279136000,0,0,0,0,3,0,0,-1,lixo
209010332117647000,0,0,0,0,1,0,0,1,lixo
209024360147714000,0,0,0,0,3,0,0,-1,lixo
209024388765458000,0,0,0,0,3,0,0,-1,lixo
209024482797555000,0,0,1,0,1,1,0,-1,lixo
209024098733539000,0,-1,0,0,2,0,3,0,lixo
209024126512414000,0,0,0,0,1,0,0,-1,lixo
209024648447410000,0,0,0,0,1,0,0,-1,lixo
209024664356405000,0,0,0,0,1,0,1,-1,lixo
209023748869865000,0,0,0,0,0,2,0,0,lixo
209024464581693000,0,0,0,0,0,47,0,-1,lixo
209024492188598000,0,0,0,0,0,47,0,-1,lixo
209024577802735000,0,0,0,0,0,0,2,-1,lixo
209024596677099000,0,-1,0,0,0,0,50,-1,lixo
209002433345617000,0,0,1,0,0,0,1,-1,lixo
