what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1304349501335
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1304349501335
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1304349501336
stopped,bundle,com.python.pydev.codecompletion,1.6.5.2011020317,"com.python.pydev.codecompletion",1304349501336
stopped,bundle,com.python.pydev.refactoring,1.6.5.2011020317,"com.python.pydev.refactoring",1304349501337
stopped,bundle,com.python.pydev.analysis,1.6.5.2011020317,"com.python.pydev.analysis",1304349501337
stopped,bundle,com.python.pydev.debug,1.6.5.2011020317,"com.python.pydev.debug",1304349501337
stopped,bundle,com.python.pydev.fastparser,1.6.5.2011020317,"com.python.pydev.fastparser",1304349501337
stopped,bundle,com.python.pydev,1.6.5.2011020317,"com.python.pydev",1304349501338
stopped,bundle,org.python.pydev.django,1.6.5.2011020317,"org.python.pydev.django",1304349501338
stopped,bundle,org.python.pydev.customizations,1.6.5.2011020317,"org.python.pydev.customizations",1304349501340
stopped,bundle,org.python.pydev.red_core,1.6.5.2011020317,"org.python.pydev.red_core",1304349501340
stopped,bundle,org.python.pydev.debug,1.6.5.2011020317,"org.python.pydev.debug",1304349501340
